Episode No.,Reward
2924,-66.39995212
2925,-169.9990024
2926,-90.01519716
2927,-420.2048894
2928,-381.5556752
2929,-186.7261165
2930,-28.62574749
2931,-85.74116213
2932,-439.4566198
2933,-151.9069176
2934,-79.81893771
2935,-176.2618001
2936,-185.5800149
2937,-160.7917045
2938,-131.2201154
2939,-278.3781894
2940,-323.3406238
2941,-229.4454293
2942,-163.1625347
2943,-104.4426753
2944,-255.7644766
2945,-109.1258171
2946,-111.5228226
2947,-199.8444152
2948,-214.9739787
2949,-88.26500247
2950,-108.6583821
2951,-412.5167845
2952,-393.9556423
2953,-80.78616556
2954,-97.19639155
2955,-145.1051472
2956,-117.2698745
2957,-295.3703333
2958,-229.5156393
2959,-109.3975429
2960,-85.24231705
2961,-201.8038684
2962,-158.0379395
2963,-221.3613445
2964,-177.8535242
2965,-162.0692398
2966,-124.6895486
2967,-139.3333479
2968,-211.6346833
2969,-358.5523479
2970,-15.1122235
2971,-360.7954442
2972,-119.1321123
2973,-162.9188291
2974,-115.8105881
2975,-115.1225111
2976,-116.6132835
2977,-126.8303084
2978,-94.02825375
2979,-236.7041096
2980,-212.1253945
2981,-216.8797705
2982,-140.8947688
2983,-174.9301621
2984,-113.8934782
2985,-160.1799939
2986,-84.2584861
2987,-347.3514981
2988,-131.3751193
2989,-309.6657324
2990,-113.4297086
2991,-222.7042125
2992,-452.0708438
2993,-96.98725013
2994,-339.0295468
2995,-131.9852343
2996,-112.932402
2997,-134.8323076
2998,-137.0784203
2999,-374.4198681
3000,-199.3270541
3001,-192.568723
3002,-343.0224578
3003,-313.6130225
3004,-503.3473641
3005,-214.4382027
3006,-229.3060244
3007,60.46104189
3008,-123.8502666
3009,-221.3967169
3010,-110.0049035
3011,-200.1251152
3012,-100.9889293
3013,-104.5286953
3014,-265.5445343
3015,-145.7379107
3016,-384.7750842
3017,-235.7051464
3018,-163.5571419
3019,-145.3776939
3020,-396.5566973
3021,-225.1980957
3022,-294.9210409
3023,-346.6888671
3024,-329.7562697
3025,-66.43955569
3026,-91.4597563
3027,4.264492513
3028,-131.3076578
3029,-169.1034264
3030,-131.3667002
3031,-373.1902508
3032,-122.2831502
3033,-386.342399
3034,-145.685453
3035,-258.0894219
3036,-102.9460717
3037,-146.0252702
3038,-101.6035394
3039,-130.3843352
3040,-222.4584428
3041,-242.9985892
3042,-229.177525
3043,-22.43406101
3044,-123.9402805
3045,-118.5009166
3046,-300.8708223
3047,-91.63858526
3048,-304.278171
3049,-22.33029521
3050,-52.65220598
3051,-120.8638945
3052,-112.3789327
3053,-117.639113
3054,-212.792507
3055,-288.2573893
3056,-130.5574597
3057,-150.0712969
3058,-410.7371946
3059,-323.0434984
3060,-101.050213
3061,-381.683618
3062,-80.52970946
3063,-83.45297362
3064,-110.1318534
3065,-208.6869809
3066,-300.2931235
3067,-436.1585064
3068,-152.5135635
3069,-282.6208084
3070,-95.13059339
3071,-245.9761019
3072,-122.3309877
3073,-125.8824389
3074,-170.7731961
3075,-165.709994
3076,-141.039672
3077,-81.59779156
3078,-239.6473927
3079,-159.9078305
3080,19.69254225
3081,-397.4830112
3082,-442.5982089
3083,-442.6786163
3084,-227.5444769
3085,-279.1295629
3086,-120.808757
3087,-295.2905972
3088,-111.3286786
3089,-156.8616431
3090,-376.3540275
3091,-124.9133107
3092,-182.530571
3093,-98.15287554
3094,-86.30023559
3095,-47.58572526
3096,-160.736866
3097,-104.8095095
3098,-415.7421094
3099,-70.6892628
3100,-129.2676132
3101,-130.9959328
3102,-249.5377239
3103,-287.5973048
3104,-334.6922237
3105,-143.8703342
3106,-382.305834
3107,-336.9923277
3108,-91.46680839
3109,-96.83549743
3110,-97.01552695
3111,-165.2031585
3112,-175.8537178
3113,97.97877552
3114,-362.3321105
3115,-150.3341094
3116,-446.618109
3117,-137.8819233
3118,-118.3166477
3119,-103.3656831
3120,-183.2279676
3121,-159.2031206
3122,-205.4153995
3123,-376.3870555
3124,-315.136814
3125,-196.8544658
3126,-156.0356362
3127,-133.7491664
3128,-51.43337176
3129,-248.0441477
3130,-344.3292322
3131,-366.7476878
3132,-239.2321946
3133,-117.104058
3134,-39.05318172
3135,-150.9175887
3136,-84.10792528
3137,-413.0648812
3138,-104.5672661
3139,-221.3529883
3140,-92.12271102
3141,-98.81701631
3142,-139.0821556
3143,-75.12017677
3144,-82.98003734
3145,-167.7580856
3146,-126.9333985
3147,-63.60861113
3148,-305.8146421
3149,-297.055872
3150,-125.5119857
3151,-39.77241646
3152,-152.0614841
3153,-185.5659129
3154,-154.3681434
3155,-268.6477969
3156,-283.414266
3157,-159.0169299
3158,-193.6063459
3159,-84.38908913
3160,-177.7618373
3161,-174.0750828
3162,-141.6880123
3163,-209.3944104
3164,-82.95723771
3165,-224.4413683
3166,-100.4208028
3167,-101.1432611
3168,-103.0553209
3169,-216.4657974
3170,-429.629668
3171,-84.84037061
3172,27.07022081
3173,-92.83393647
3174,-370.3409084
3175,-263.8482602
3176,-62.14163624
3177,-241.0049643
3178,-110.3153463
3179,-349.4761896
3180,-17.27524312
3181,-259.4526079
3182,-269.1739007
3183,-309.9934301
3184,-265.137009
3185,-130.850483
3186,-206.7531846
3187,-334.9739373
3188,-270.0633593
3189,-8.819858559
3190,-141.4570434
3191,-55.36618998
3192,-213.8812628
3193,-142.3114628
3194,-426.7724183
3195,-185.1030155
3196,-146.0031162
3197,-168.1744164
3198,-203.013051
3199,-228.8317136
3200,-78.2760435
3201,-14.08058837
3202,-111.5193367
3203,-140.3611613
3204,-240.1708393
3205,-426.0532224
3206,-347.9860339
3207,-133.0518554
3208,-83.29129061
3209,-423.3003666
3210,-81.80192474
3211,-394.6581189
3212,-91.98743124
3213,-165.816974
3214,-100.2321753
3215,-92.20026621
3216,-51.59925328
3217,-87.03090594
3218,-117.8666917
3219,-80.24286814
3220,-151.8800269
3221,-185.916186
3222,-156.7487434
3223,-455.3910302
3224,-425.8496189
3225,-475.5718139
3226,-318.5671306
3227,-123.3153928
3228,-217.8483528
3229,-105.2522465
3230,-16.40894196
3231,-256.0355249
3232,-135.7009573
3233,-59.3413415
3234,-398.812576
3235,-510.1883129
3236,-66.94728598
3237,-246.7664213
3238,-145.917291
3239,-16.55772566
3240,-111.3345453
3241,-132.5723208
3242,-132.6158151
3243,-45.56916286
3244,-110.5929632
3245,-66.33867724
3246,-289.1430364
3247,-373.3907539
3248,-147.4717336
3249,-104.2547697
3250,-137.2036618
3251,-148.0656075
3252,-97.55828409
3253,-116.5274185
3254,-69.47294071
3255,-237.5792362
3256,-459.0025868
3257,-100.2309562
3258,-232.1285189
3259,-369.9609805
3260,-103.2494041
3261,-397.29172
3262,-117.9851083
3263,-85.98661327
3264,-514.4998135
3265,-231.1602415
3266,-320.3456483
3267,-230.0387917
3268,-86.83587848
3269,-324.969744
3270,-114.0636358
3271,-138.3578335
3272,-446.7718912
3273,-135.4172677
3274,-198.7872244
3275,-105.0167528
3276,-286.7320057
3277,-342.9518505
3278,-92.99267582
3279,-174.1773122
3280,-77.5074327
3281,-61.64228498
3282,-321.2219146
3283,-112.3147073
3284,-68.45191539
3285,-120.8851681
3286,-129.9298225
3287,-292.4807925
3288,-279.3517451
3289,-124.7827265
3290,-90.22738304
3291,-228.575072
3292,-249.5610546
3293,-160.3361375
3294,-175.9940736
3295,-113.1276004
3296,-17.59290814
3297,-189.4362244
3298,-125.7372368
3299,-266.7799107
3300,-280.8574397
3301,-304.5253894
3302,13.61055859
3303,-337.9757975
3304,82.19536348
3305,-349.1266851
3306,-279.7297599
3307,-115.3164821
3308,-295.9965203
3309,-153.2441562
3310,-84.09745012
3311,-156.8254263
3312,-24.66057548
3313,-112.9809131
3314,-119.9678391
3315,-229.8361675
3316,-415.3836737
3317,-222.3437646
3318,-87.90536856
3319,-103.0674039
3320,-288.7395725
3321,-118.1873363
3322,-336.587628
3323,-53.46822466
3324,-371.1054775
3325,-336.9665614
3326,-100.9907443
3327,-138.7542721
3328,-150.9790511
3329,-3.908787584
3330,-212.3992712
3331,-109.3823948
3332,-157.309728
3333,-433.9168377
3334,-258.9696131
3335,-99.73061052
3336,-126.7808509
3337,-215.7435566
3338,-154.8876016
3339,-261.1717259
3340,-141.8589788
3341,-365.3723997
3342,-322.529974
3343,-179.6742017
3344,-358.211623
3345,-124.4021532
3346,-84.1542792
3347,-193.3714132
3348,-174.9623321
3349,-223.5220078
3350,-63.59045254
3351,-159.0788593
3352,-81.72937604
3353,-304.5704207
3354,-110.2415896
3355,-129.1342847
3356,-78.41863737
3357,-179.524641
3358,-490.9688895
3359,-331.9364443
3360,-256.9971536
3361,-194.7597113
3362,-92.29437222
3363,-165.1177664
3364,-141.3274863
3365,-11.04203652
3366,-364.8261585
3367,-161.4009145
3368,-387.3393885
3369,-19.02463793
3370,-83.54912965
3371,-93.04365109
3372,-97.93420606
3373,-193.3018702
3374,-491.1152786
3375,-86.6497961
3376,-289.6937234
3377,-88.96483195
3378,-311.2021649
3379,-175.865869
3380,-83.05557056
3381,-100.1652934
3382,-268.3423679
3383,-146.1916722
3384,-368.3829928
3385,-115.1684525
3386,-93.09685949
3387,-195.2841172
3388,-133.7585647
3389,-96.20708561
3390,-276.5337771
3391,-113.2194255
3392,-186.1387667
3393,-122.2911123
3394,-452.7910021
3395,-94.542177
3396,-88.25261816
3397,-128.7008912
3398,-233.7510334
3399,-196.8738485
3400,-272.8218103
3401,-63.48626179
3402,-308.5960267
3403,-287.6159089
3404,-341.9129582
3405,-326.6601657
3406,-102.1756466
3407,-170.2531019
3408,-27.80621325
3409,-120.4843373
3410,-199.9659481
3411,-384.1949759
3412,-87.92748187
3413,-191.0655301
3414,-183.0732836
3415,-191.6300341
3416,-356.583192
3417,-66.86192873
3418,-103.0939152
3419,-177.9714478
3420,-132.8790966
3421,-190.7396232
3422,-238.6230642
3423,-249.8800094
3424,-356.2309309
3425,-170.085711
3426,-109.8345892
3427,-261.1357372
3428,-85.61516757
3429,-77.41227396
3430,-220.1292302
3431,-136.8992002
3432,-126.8932775
3433,-204.8878798
3434,-76.48467583
3435,-168.4685666
3436,-403.1870264
3437,-103.8703165
3438,-147.6749379
3439,-115.7460616
3440,-77.4639244
3441,-116.2259208
3442,-138.0422714
3443,-282.4565052
3444,-228.2447883
3445,-49.16911611
3446,-212.4126173
3447,-131.3187034
3448,-277.0309543
3449,-102.9147412
3450,-129.3337231
3451,-131.2601575
3452,-138.6135447
3453,-263.0814935
3454,-67.6483475
3455,-455.219169
3456,-161.885927
3457,-215.0597901
3458,-136.1353398
3459,-124.6013997
3460,-131.1146306
3461,-116.5210253
3462,-122.2158543
3463,-206.8230176
3464,-95.79881409
3465,-218.5681675
3466,-135.139916
3467,-104.3782695
3468,-304.060215
3469,-125.306048
3470,-188.5212523
3471,-243.9365823
3472,-91.76623239
3473,-180.1798607
3474,-341.0313472
3475,-121.4244576
3476,-262.3543929
3477,-149.3061759
3478,-240.1769099
3479,-25.92565512
3480,-226.2632752
3481,-290.5826923
3482,-95.52203542
3483,-70.24716495
3484,-134.1445309
3485,-114.8945057
3486,-179.7058979
3487,-439.0172633
3488,6.721774386
3489,-77.65672235
3490,-132.0294277
3491,-157.5125485
3492,-356.4140759
3493,-280.7781828
3494,-167.8031918
3495,-135.3966998
3496,-178.0346675
3497,-66.08185985
3498,-230.2094423
3499,-130.9683153
3500,-290.1330014
3501,-115.590732
3502,-226.3435034
3503,-170.1369636
3504,-93.3532391
3505,-125.3776978
3506,-84.43531902
3507,-135.6281597
3508,-102.9340484
3509,-111.1234476
3510,-218.0762903
3511,-292.3522607
3512,-126.4866235
3513,-321.5967525
3514,-83.11781097
3515,-489.7524653
3516,-356.316216
3517,-98.70540757
3518,-234.90533
3519,3.701869602
3520,-93.80555898
3521,-233.3010262
3522,-382.1656792
3523,-86.4524738
3524,-49.61027733
3525,-135.0672932
3526,-360.1054847
3527,-331.7804503
3528,-188.9225561
3529,-138.3465233
3530,-277.0229792
3531,-283.9446589
3532,-86.07177655
3533,-124.7903153
3534,-160.9473372
3535,-136.3670649
3536,-321.6092497
3537,-96.35616862
3538,-134.9078189
3539,-88.53837606
3540,-116.4127919
3541,-184.8703696
3542,-284.4946347
3543,-371.6049177
3544,-429.0083027
3545,-164.5045407
3546,-216.0656165
3547,-68.10859893
3548,-14.08647674
3549,-428.4682136
3550,-127.8567753
3551,-226.3616355
3552,-186.9519945
3553,-126.9614335
3554,-373.6974353
3555,-130.797209
3556,-108.7519945
3557,-71.13060158
3558,-118.8883991
3559,-226.8183791
3560,-337.2321406
3561,-83.35877897
3562,-278.2981852
3563,-152.8246346
3564,38.37009178
3565,-402.3609379
3566,-81.11639456
3567,-178.7236336
3568,-126.9960172
3569,-333.9914904
3570,-138.5619566
3571,-247.7796812
3572,-239.287019
3573,-497.618365
3574,-359.5653415
3575,-171.1112689
3576,-19.39651859
3577,-319.3470477
3578,-249.8342132
3579,-230.9522638
3580,-348.3428841
3581,-118.0826757
3582,-157.934385
3583,-130.7248896
3584,-311.758104
3585,-193.4264024
3586,-123.6149459
3587,-63.97707049
3588,-144.09477
3589,-113.492937
3590,-297.5344933
3591,-280.6543273
3592,-111.0862226
3593,-110.3585955
3594,-69.45874865
3595,-98.40544067
3596,-307.5001523
3597,-262.6575706
3598,-117.9682271
3599,-112.5753571
3600,-175.7586881
3601,-142.1157423
3602,-425.7998644
3603,24.41499689
3604,-77.65029216
3605,-116.8924229
3606,-54.0206573
3607,-107.7659863
3608,-152.197345
3609,-514.3294019
3610,-59.68395531
3611,-105.1683107
3612,-392.4061239
3613,-99.13237172
3614,-212.5145968
3615,-170.1329354
3616,-375.4295039
3617,24.91001515
3618,22.1157099
3619,-192.8710484
3620,-146.5166148
3621,-203.7752099
3622,-99.11730531
3623,-134.621718
3624,-172.5546827
3625,-110.5562716
3626,-373.6217469
3627,-117.6663031
3628,-178.6394259
3629,-309.1655989
3630,-152.1428273
3631,-330.1965001
3632,-38.51360027
3633,-441.7533012
3634,-86.19510339
3635,-262.3065622
3636,-192.6950982
3637,-201.1355922
3638,-239.6776301
3639,-168.8317816
3640,-94.76240496
3641,-434.082177
3642,-160.3041622
3643,-304.7985996
3644,-179.3824983
3645,-229.8787881
3646,-385.8303584
3647,-135.7159441
3648,-427.8415731
3649,-88.77819239
3650,-245.8736252
3651,-143.4131746
3652,-193.6889903
3653,-121.1065974
3654,-80.85031268
3655,-262.2445193
3656,-103.2312636
3657,-88.26195214
3658,-106.6462857
3659,13.82832161
3660,-384.6782697
3661,-26.9561932
3662,-113.3102696
3663,-164.2608645
3664,-421.4349313
3665,-284.1569548
3666,-239.482856
3667,-94.06407037
3668,-134.3228156
3669,-258.5555726
3670,-162.9647711
3671,-91.40289645
3672,-209.0253906
3673,-87.08302477
3674,-91.50809517
3675,-87.67550898
3676,-232.0459286
3677,-104.6023158
3678,-147.2363551
3679,-102.4607695
3680,-310.2079609
3681,-159.2995558
3682,-227.4148046
3683,-152.4566342
3684,-171.1418581
3685,-217.6424314
3686,-113.8924428
3687,-220.1917656
3688,-54.57677366
3689,-130.9816385
3690,-103.3567443
3691,-209.7964504
3692,-137.3455441
3693,-112.9372755
3694,-135.8486665
3695,-111.9888137
3696,-359.6501844
3697,-104.9432307
3698,-201.3603118
3699,-335.7337378
3700,-195.0935598
3701,-113.968327
3702,-182.3271632
3703,-392.2474643
3704,-148.5090089
3705,-123.396864
3706,-244.1054222
3707,-86.78435731
3708,-100.9498254
3709,-74.56199546
3710,-105.6994713
3711,-174.1950269
3712,-111.7423535
3713,-80.55951304
3714,-142.9486562
3715,-322.7980042
3716,-144.8370245
3717,-425.2151002
3718,-111.208417
3719,-172.5698788
3720,-149.6812404
3721,-65.76538708
3722,-194.7929223
3723,-82.36176068
3724,-65.64566026
3725,-313.1713565
3726,-102.3510664
3727,-201.2740051
3728,-113.0058796
3729,-383.9686961
3730,-430.817151
3731,-98.50751588
3732,-66.80983705
3733,-99.7514072
3734,-223.0190031
3735,-429.5111753
3736,-155.2051734
3737,-435.1850882
3738,-9.93587861
3739,-129.3968339
3740,-98.29934698
3741,-94.55466556
3742,-342.1920586
3743,-144.5556559
3744,-86.48660151
3745,-85.83809487
3746,-309.131331
3747,-73.92023925
3748,-103.8862473
3749,-361.3633954
3750,-107.9660556
3751,-54.37130245
3752,-113.1017034
3753,-109.7043636
3754,-80.04834323
3755,-64.35579045
3756,-278.3868398
3757,-113.9104728
3758,-342.9582786
3759,-133.0015141
3760,-289.1150318
3761,-156.0963041
3762,-120.9649516
3763,-414.0102856
3764,-215.5902542
3765,-154.378202
3766,-66.02313428
3767,-115.6523723
3768,-125.5325039
3769,-231.8081021
3770,-163.315765
3771,-143.5799737
3772,-122.7693724
3773,-303.6999096
3774,-4.260137244
3775,-115.4403718
3776,-272.0613096
3777,-90.15118152
3778,-375.9230268
3779,-87.52707221
3780,-287.2616381
3781,-117.7181383
3782,-349.5531358
3783,-132.4503887
3784,-283.6836599
3785,-197.4288255
3786,-285.9292812
3787,-258.7686916
3788,-54.80393565
3789,-158.4288846
3790,-200.5122729
3791,-162.4894278
3792,-146.53378
3793,-169.2890819
3794,-85.59413113
3795,-134.1115655
3796,-148.2475337
3797,-116.5802247
3798,-124.3045029
3799,-284.1094216
3800,-133.0077437
3801,-96.33124285
3802,-97.55018829
3803,-144.2448397
3804,-130.2236328
3805,-336.7954154
3806,-87.79856631
3807,-86.69653682
3808,-270.3961386
3809,-136.9349952
3810,-151.6793632
3811,-133.8027134
3812,-107.5808972
3813,-263.2437406
3814,-55.67671313
3815,-400.9779975
3816,-113.7804989
3817,-487.8515445
3818,-108.0456611
3819,-130.7227373
3820,-106.9843619
3821,-103.6101538
3822,-257.9229377
3823,-148.1474353
3824,-88.88623873
3825,-124.220221
3826,-187.73233
3827,-268.8721441
3828,-122.6595991
3829,-55.9016146
3830,-289.0014051
3831,-206.6960241
3832,-220.3085962
3833,-363.784759
3834,-120.9863441
3835,-123.4472753
3836,-397.0119696
3837,-424.7242149
3838,-99.8664156
3839,-286.3632737
3840,-292.2691349
3841,-123.1625213
3842,28.18427782
3843,-180.0040125
3844,-63.01650787
3845,-199.7931635
3846,-138.741203
3847,-123.7810296
3848,-116.0535525
3849,-145.3225176
3850,-93.62048025
3851,-101.0830675
3852,-314.7169851
3853,-134.091489
3854,-377.0536954
3855,-77.68951339
3856,-99.19157043
3857,-86.61327126
3858,-129.55648
3859,-80.40061515
3860,-122.115683
3861,-406.4466481
3862,-494.8568013
3863,-175.7958361
3864,-74.94638832
3865,-156.4262571
3866,-121.9250782
3867,-368.9072905
3868,-21.10651721
3869,-217.2304227
3870,-135.9270271
3871,-62.39117322
3872,-107.7124108
3873,-94.40113385
3874,-123.5228592
3875,-71.74369893
3876,-397.4416075
3877,-132.6292224
3878,-80.71548868
3879,-105.245528
3880,-247.8706485
3881,-140.3277993
3882,-263.1467558
3883,-103.3714448
3884,-82.10671722
3885,-496.8255572
3886,-60.17968447
3887,-183.7486922
3888,-59.44832911
3889,-196.9778219
3890,-84.69113805
3891,6.026146691
3892,-149.4813485
3893,-200.4011757
3894,-95.38130746
3895,-237.1940528
3896,-138.0430088
3897,-203.6936406
3898,-85.07797332
3899,-121.6385549
3900,-131.9454761
3901,-101.2305966
3902,-190.7610799
3903,-109.8374805
3904,-1.434044973
3905,-120.3647586
3906,-155.5929132
3907,-308.4709773
3908,-108.7131702
3909,-457.6876197
3910,-72.54988638
3911,-76.37012024
3912,-262.9295666
3913,-100.6192611
3914,-344.3674154
3915,-226.7752892
3916,-207.0914277
3917,-127.6253734
3918,-106.5913106
3919,-131.9799154
3920,-354.4590363
3921,-264.8289247
3922,-377.3992885
3923,-116.3819148
3924,-94.59712232
3925,-225.0044068
3926,-416.5125776
3927,-101.6289311
3928,-117.6459693
3929,-181.3690832
3930,-345.0738151
3931,-207.7195491
3932,-128.4436805
3933,-109.8766564
3934,-131.9603567
3935,-298.6771365
3936,-109.4764939
3937,-113.725504
3938,-494.0562076
3939,-123.4106489
3940,-141.5712009
3941,-138.680819
3942,-89.86445845
3943,-365.1148525
3944,-152.5535934
3945,-303.8153502
3946,-460.3843113
3947,-163.9766835
3948,-118.8912549
3949,-206.7507051
3950,-324.3734836
3951,-126.7219085
3952,-215.5477389
3953,-262.6837548
3954,-411.1864952
3955,-97.36066885
3956,-315.6920689
3957,-127.1407255
3958,-358.7079397
3959,-299.3598657
3960,-75.07208258
3961,-335.09405
3962,-114.7658491
3963,-238.185199
3964,-77.72128649
3965,-359.0619154
3966,-295.6782642
3967,-222.1705569
3968,-186.528865
3969,-129.3528722
3970,-145.7003864
3971,-170.8005679
3972,-65.32621003
3973,-109.4136049
3974,-63.40275749
3975,-126.9139019
3976,-119.0177309
3977,-126.732711
3978,-334.9853258
3979,-96.62244065
3980,-325.5287834
3981,-359.0133121
3982,-235.5290037
3983,-214.0435684
3984,17.35947103
3985,-321.7190845
3986,-98.10479601
3987,-340.3083913
3988,-83.74105249
3989,-79.2809317
3990,-260.101457
3991,-168.0703932
3992,-84.95581719
3993,-160.4440912
3994,-460.4319366
3995,-95.25248258
3996,-36.12721522
3997,-344.7548918
3998,-489.7514944
3999,-239.4580664
4000,-75.01812542
